"start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
69,69,0,50,"inception_4b/relu_pool_proj","inception_4b/relu_pool_proj","inception_4b/relu_pool_proj","Elementwise","Elementwise","Elementwise",27.,27.400000000000002,41.,"{41., 30., 37., 29., 27., 28., 28., 27., 28., 27., 27., 27., 28., 27., 28., 27., 28., 27., 28., 27., 27., 28., 27., 28., 27., 27., 28., 27., 28., 27., 27., 27., 28., 27., 28., 27., 28., 27., 27., 28., 27., 27., 28., 28., 27., 27., 27., 27., 27., 28.}"
70,70,0,50,"inception_4b/output","inception_4b/output","inception_4b/output","Catenate","Catenate","Catenate",56.,56.666700000000006,74.,"{74., 61., 58., 58., 57., 57., 57., 56., 57., 56., 56., 57., 57., 57., 56., 56., 57., 56., 57., 56., 57., 57., 57., 56., 56., 57., 56., 57., 56., 56., 57., 57., 56., 56., 57., 56., 57., 57., 57., 56., 57., 56., 57., 57., 56., 57., 57., 56., 57., 56.}"
71,71,0,50,"inception_4c/1x1","inception_4c/1x1","inception_4c/1x1","Convolution","Convolution","Convolution",112.,113.80000000000001,231.,"{231., 135., 128., 127., 114., 113., 113., 114., 113., 113., 113., 113., 113., 115., 113., 127., 117., 113., 114., 112., 112., 112., 122., 114., 113., 112., 112., 113., 114., 113., 118., 112., 145., 118., 115., 114., 113., 114., 113., 112., 113., 114., 114., 112., 112., 115., 112., 114., 127., 117.}"
72,72,0,50,"inception_4c/relu_1x1","inception_4c/relu_1x1","inception_4c/relu_1x1","Elementwise","Elementwise","Elementwise",31.,32.033300000000004,47.,"{47., 35., 33., 44., 35., 33., 32., 32., 31., 32., 32., 33., 32., 32., 44., 33., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 33., 32., 32., 32., 32., 32., 32., 32., 32., 31., 32., 32., 32., 32., 33., 31., 32., 32., 32., 32., 32.}"
73,73,0,50,"inception_4c/3x3_reduce","inception_4c/3x3_reduce","inception_4c/3x3_reduce","Convolution","Convolution","Convolution",112.,113.2667,246.,"{246., 137., 129., 128., 146., 113., 114., 112., 112., 113., 113., 113., 112., 113., 113., 113., 116., 113., 113., 112., 114., 113., 113., 113., 112., 113., 113., 114., 112., 113., 113., 113., 123., 116., 114., 116., 113., 113., 117., 115., 113., 112., 113., 113., 112., 112., 113., 113., 115., 113.}"
74,74,0,50,"inception_4c/relu_3x3_reduce","inception_4c/relu_3x3_reduce","inception_4c/relu_3x3_reduce","Elementwise","Elementwise","Elementwise",31.,32.,46.,"{46., 35., 33., 33., 32., 32., 32., 32., 32., 32., 32., 33., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 31., 32., 32., 32., 32., 33., 32., 32., 32., 31., 32., 32., 32., 32., 31., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 33.}"
75,75,0,50,"inception_4c/3x3","inception_4c/3x3","inception_4c/3x3","Convolution","Convolution","Convolution",826.,835.3667,982.,"{887., 963., 888., 830., 827., 828., 847., 830., 827., 830., 830., 842., 896., 962., 829., 843., 831., 829., 830., 828., 843., 826., 830., 828., 893., 959., 828., 829., 828., 842., 829., 828., 830., 828., 842., 828., 937., 887., 829., 845., 832., 833., 832., 844., 830., 829., 840., 835., 982., 868.}"
76,76,0,50,"inception_4c/relu_3x3","inception_4c/relu_3x3","inception_4c/relu_3x3","Elementwise","Elementwise","Elementwise",47.,48.2,72.,"{64., 50., 49., 48., 49., 49., 48., 48., 48., 48., 48., 48., 48., 48., 49., 49., 48., 48., 49., 49., 48., 48., 48., 72., 50., 48., 48., 48., 48., 48., 48., 48., 48., 48., 48., 48., 48., 49., 48., 49., 48., 48., 48., 48., 49., 49., 48., 48., 47., 49.}"
77,77,0,50,"inception_4c/5x5_reduce","inception_4c/5x5_reduce","inception_4c/5x5_reduce","Convolution","Convolution","Convolution",54.,55.,97.,"{97., 57., 55., 56., 55., 55., 55., 55., 55., 54., 55., 56., 55., 54., 55., 55., 55., 55., 55., 55., 56., 55., 55., 55., 56., 55., 56., 55., 55., 55., 55., 55., 55., 55., 55., 55., 55., 55., 55., 57., 55., 55., 55., 55., 55., 55., 55., 54., 55., 56.}"
78,78,0,50,"inception_4c/relu_5x5_reduce","inception_4c/relu_5x5_reduce","inception_4c/relu_5x5_reduce","Elementwise","Elementwise","Elementwise",27.,28.,39.,"{39., 29., 29., 28., 28., 28., 28., 28., 28., 28., 28., 28., 28., 28., 27., 28., 27., 28., 28., 28., 28., 28., 28., 28., 27., 28., 28., 28., 28., 28., 28., 28., 28., 28., 28., 28., 28., 27., 28., 28., 27., 28., 28., 28., 28., 28., 28., 28., 28., 28.}"
79,79,0,50,"inception_4c/5x5","inception_4c/5x5","inception_4c/5x5","Convolution","Convolution","Convolution",288.,290.5667,349.,"{348., 294., 293., 290., 291., 289., 290., 293., 290., 290., 305., 294., 292., 290., 291., 291., 290., 289., 289., 290., 292., 290., 288., 306., 292., 291., 292., 289., 290., 349., 324., 323., 309., 291., 289., 289., 301., 291., 290., 289., 289., 289., 288., 288., 291., 289., 289., 288., 291., 290.}"
80,80,0,50,"inception_4c/relu_5x5","inception_4c/relu_5x5","inception_4c/relu_5x5","Elementwise","Elementwise","Elementwise",30.,31.,44.,"{44., 32., 31., 31., 31., 31., 30., 31., 31., 31., 31., 31., 31., 31., 31., 30., 31., 31., 31., 31., 30., 31., 31., 31., 31., 31., 31., 31., 31., 31., 32., 31., 31., 31., 31., 31., 31., 32., 31., 31., 30., 31., 31., 32., 31., 30., 31., 31., 31., 31.}"
81,81,0,50,"inception_4c/pool","inception_4c/pool","inception_4c/pool","Pooling","Pooling","Pooling",799.,1435.3667,1755.,"{1755., 1616., 1617., 1742., 1726., 1737., 1733., 1614., 1634., 1728., 1736., 1726., 1687., 1727., 1728., 1730., 1618., 1740., 1737., 1738., 1620., 1729., 1728., 1730., 1746., 1730., 1659., 1729., 1619., 1730., 1734., 1140., 810., 809., 809., 809., 816., 809., 809., 808., 815., 805., 810., 810., 809., 809., 817., 799., 809., 809.}"
82,82,0,50,"inception_4c/pool_proj","inception_4c/pool_proj","inception_4c/pool_proj","Convolution","Convolution","Convolution",103.,104.80000000000001,201.,"{201., 107., 105., 105., 105., 105., 106., 104., 105., 105., 104., 105., 105., 105., 104., 104., 104., 103., 106., 104., 105., 104., 105., 105., 105., 105., 105., 104., 104., 106., 104., 113., 105., 105., 104., 104., 105., 105., 105., 106., 104., 105., 104., 105., 104., 105., 105., 106., 105., 105.}"
83,83,0,50,"inception_4c/relu_pool_proj","inception_4c/relu_pool_proj","inception_4c/relu_pool_proj","Elementwise","Elementwise","Elementwise",32.,32.8333,45.,"{45., 33., 33., 32., 33., 33., 32., 32., 33., 33., 33., 33., 33., 33., 33., 33., 32., 33., 33., 33., 32., 32., 33., 33., 32., 33., 34., 33., 33., 33., 33., 32., 33., 33., 32., 33., 33., 32., 32., 33., 33., 33., 32., 33., 33., 33., 32., 32., 32., 33.}"
84,84,0,50,"inception_4c/output","inception_4c/output","inception_4c/output","Catenate","Catenate","Catenate",73.,74.,90.,"{90., 75., 75., 74., 74., 74., 74., 73., 74., 74., 74., 74., 73., 74., 73., 74., 73., 74., 74., 74., 74., 74., 74., 74., 74., 74., 75., 74., 76., 74., 74., 74., 74., 74., 74., 74., 74., 73., 74., 74., 73., 74., 74., 73., 73., 73., 74., 74., 74., 73.}"
85,85,0,50,"inception_4d/1x1","inception_4d/1x1","inception_4d/1x1","Convolution","Convolution","Convolution",151.,152.66670000000002,200.,"{200., 156., 153., 154., 152., 153., 153., 153., 153., 152., 154., 153., 152., 152., 152., 153., 153., 151., 152., 153., 152., 152., 165., 155., 153., 153., 153., 151., 152., 152., 153., 153., 152., 152., 152., 152., 152., 153., 152., 153., 152., 152., 152., 151., 159., 188., 169., 188., 169., 166.}"
86,86,0,50,"inception_4d/relu_1x1","inception_4d/relu_1x1","inception_4d/relu_1x1","Elementwise","Elementwise","Elementwise",36.,36.9667,51.,"{51., 38., 38., 37., 37., 36., 37., 37., 37., 37., 37., 38., 37., 36., 37., 36., 37., 37., 37., 36., 37., 37., 36., 37., 37., 36., 37., 37., 36., 37., 48., 38., 37., 37., 37., 37., 37., 36., 37., 37., 38., 36., 36., 37., 37., 38., 37., 36., 37., 37.}"
87,87,0,50,"inception_4d/3x3_reduce","inception_4d/3x3_reduce","inception_4d/3x3_reduce","Convolution","Convolution","Convolution",187.,189.3,260.,"{260., 192., 191., 190., 190., 190., 189., 189., 189., 189., 204., 190., 190., 189., 189., 188., 188., 189., 189., 188., 190., 190., 189., 188., 189., 187., 189., 189., 217., 209., 226., 210., 209., 211., 189., 189., 189., 188., 190., 189., 189., 189., 190., 189., 189., 189., 189., 189., 188., 188.}"
88,88,0,50,"inception_4d/relu_3x3_reduce","inception_4d/relu_3x3_reduce","inception_4d/relu_3x3_reduce","Elementwise","Elementwise","Elementwise",39.,40.3333,55.,"{55., 41., 40., 41., 41., 40., 40., 40., 40., 40., 40., 40., 41., 41., 41., 41., 41., 40., 41., 40., 41., 40., 41., 40., 40., 40., 40., 48., 41., 41., 40., 40., 40., 41., 40., 40., 41., 41., 41., 40., 39., 40., 40., 40., 39., 40., 41., 39., 40., 40.}"
89,89,0,50,"inception_4d/3x3","inception_4d/3x3","inception_4d/3x3","Convolution","Convolution","Convolution",982.,1004.2667,1173.,"{1034., 1173., 999., 994., 988., 1014., 997., 997., 999., 1011., 1041., 1104., 997., 1013., 998., 988., 998., 1013., 996., 998., 1065., 1108., 999., 999., 994., 1000., 999., 996., 1006., 1000., 1085., 1059., 1015., 1001., 1001., 998., 1017., 992., 999., 982., 1137., 1036., 999., 1002., 1006., 1003., 988., 1002., 1011., 1042.}"
90,90,0,50,"inception_4d/relu_3x3","inception_4d/relu_3x3","inception_4d/relu_3x3","Elementwise","Elementwise","Elementwise",51.,51.9333,67.,"{67., 53., 52., 52., 52., 52., 52., 52., 52., 51., 52., 52., 52., 53., 52., 51., 51., 52., 51., 52., 52., 52., 52., 52., 51., 51., 52., 52., 52., 52., 52., 51., 51., 60., 53., 51., 52., 52., 52., 51., 52., 52., 52., 52., 51., 52., 52., 52., 51., 52.}"
91,91,0,50,"inception_4d/5x5_reduce","inception_4d/5x5_reduce","inception_4d/5x5_reduce","Convolution","Convolution","Convolution",67.,67.6333,146.,"{146., 70., 68., 67., 67., 68., 67., 67., 67., 67., 68., 68., 68., 67., 69., 68., 68., 67., 67., 67., 67., 68., 68., 67., 68., 67., 67., 67., 67., 67., 67., 69., 68., 69., 68., 68., 68., 68., 68., 67., 68., 67., 67., 68., 68., 68., 68., 72., 70., 68.}"
92,92,0,50,"inception_4d/relu_5x5_reduce","inception_4d/relu_5x5_reduce","inception_4d/relu_5x5_reduce","Elementwise","Elementwise","Elementwise",28.,28.3667,42.,"{42., 30., 29., 28., 29., 29., 28., 28., 29., 29., 29., 29., 29., 29., 28., 28., 28., 28., 28., 29., 29., 28., 28., 28., 29., 29., 29., 28., 28., 29., 29., 39., 29., 28., 28., 28., 28., 28., 28., 28., 28., 28., 28., 28., 28., 28., 29., 28., 28., 28.}"
93,93,0,50,"inception_4d/5x5","inception_4d/5x5","inception_4d/5x5","Convolution","Convolution","Convolution",374.,377.73330000000004,435.,"{435., 378., 376., 388., 376., 377., 376., 415., 425., 424., 409., 376., 375., 394., 377., 376., 375., 376., 375., 376., 375., 376., 376., 374., 388., 377., 377., 375., 377., 376., 378., 376., 374., 426., 434., 433., 386., 378., 377., 375., 375., 376., 376., 378., 387., 378., 377., 376., 378., 376.}"
94,94,0,50,"inception_4d/relu_5x5","inception_4d/relu_5x5","inception_4d/relu_5x5","Elementwise","Elementwise","Elementwise",31.,31.466700000000003,44.,"{44., 32., 32., 31., 31., 31., 31., 31., 32., 32., 32., 32., 32., 31., 31., 32., 32., 32., 31., 31., 31., 31., 31., 31., 31., 31., 31., 32., 32., 32., 32., 32., 32., 32., 31., 32., 32., 31., 31., 31., 31., 32., 32., 31., 32., 31., 31., 31., 31., 32.}"
95,95,0,50,"inception_4d/pool","inception_4d/pool","inception_4d/pool","Pooling","Pooling","Pooling",802.,815.1333000000001,839.,"{833., 817., 829., 803., 812., 802., 811., 834., 815., 811., 803., 814., 823., 812., 814., 813., 814., 824., 813., 818., 814., 811., 826., 815., 803., 813., 814., 839., 818., 816., 813., 822., 825., 815., 816., 804., 823., 815., 814., 814., 816., 823., 804., 821., 814., 804., 824., 814., 814., 804.}"
96,96,0,50,"inception_4d/pool_proj","inception_4d/pool_proj","inception_4d/pool_proj","Convolution","Convolution","Convolution",72.,74.9667,176.,"{176., 89., 83., 84., 82., 82., 82., 82., 81., 82., 103., 74., 74., 76., 74., 73., 74., 73., 75., 73., 74., 74., 74., 75., 73., 73., 75., 88., 75., 75., 73., 75., 73., 75., 72., 73., 74., 76., 74., 72., 79., 75., 72., 74., 73., 72., 73., 73., 76., 74.}"
97,97,0,50,"inception_4d/relu_pool_proj","inception_4d/relu_pool_proj","inception_4d/relu_pool_proj","Elementwise","Elementwise","Elementwise",27.,27.633300000000002,41.,"{41., 30., 28., 28., 28., 28., 28., 28., 27., 31., 28., 28., 27., 28., 27., 28., 27., 28., 27., 27., 28., 27., 28., 28., 27., 28., 27., 28., 27., 28., 28., 27., 28., 27., 27., 28., 27., 28., 27., 28., 27., 28., 27., 28., 27., 27., 28., 27., 28., 27.}"
98,98,0,50,"inception_4d/output","inception_4d/output","inception_4d/output","Catenate","Catenate","Catenate",57.,57.9667,75.,"{75., 62., 59., 58., 58., 58., 58., 58., 57., 58., 58., 57., 58., 58., 58., 58., 57., 58., 58., 58., 58., 58., 58., 57., 73., 60., 58., 58., 58., 59., 58., 58., 57., 58., 58., 58., 58., 58., 57., 58., 57., 58., 57., 57., 58., 57., 58., 58., 57., 58.}"
99,99,0,50,"inception_4e/1x1","inception_4e/1x1","inception_4e/1x1","Convolution","Convolution","Convolution",147.,149.13330000000002,210.,"{210., 156., 151., 166., 151., 148., 148., 148., 147., 147., 148., 170., 166., 182., 166., 167., 164., 167., 165., 160., 148., 148., 148., 148., 147., 148., 147., 148., 154., 148., 147., 147., 148., 148., 147., 148., 147., 149., 152., 148., 148., 147., 148., 148., 148., 147., 147., 147., 147., 148.}"
100,100,0,50,"inception_4e/relu_1x1","inception_4e/relu_1x1","inception_4e/relu_1x1","Elementwise","Elementwise","Elementwise",36.,36.5,56.,"{56., 41., 37., 37., 36., 36., 36., 36., 37., 36., 45., 37., 36., 36., 37., 37., 36., 37., 37., 36., 37., 36., 36., 36., 37., 36., 37., 36., 36., 37., 36., 37., 36., 37., 36., 37., 36., 36., 37., 36., 37., 37., 36., 37., 37., 36., 37., 36., 36., 37.}"
101,101,0,50,"inception_4e/3x3_reduce","inception_4e/3x3_reduce","inception_4e/3x3_reduce","Convolution","Convolution","Convolution",133.,137.13330000000002,222.,"{222., 146., 139., 138., 137., 138., 138., 137., 137., 140., 136., 136., 137., 136., 138., 139., 137., 136., 136., 136., 139., 136., 150., 137., 134., 134., 133., 134., 134., 135., 134., 134., 152., 140., 138., 137., 137., 138., 137., 137., 135., 137., 135., 138., 137., 135., 164., 160., 154., 170.}"
102,102,0,50,"inception_4e/relu_3x3_reduce","inception_4e/relu_3x3_reduce","inception_4e/relu_3x3_reduce","Elementwise","Elementwise","Elementwise",32.,32.9,48.,"{48., 36., 33., 33., 33., 33., 33., 33., 33., 33., 32., 32., 33., 34., 33., 33., 33., 33., 32., 32., 33., 33., 33., 32., 32., 32., 32., 33., 33., 33., 32., 33., 33., 33., 33., 33., 32., 34., 32., 33., 33., 32., 33., 33., 33., 33., 33., 33., 32., 33.}"
103,103,0,50,"inception_4e/3x3","inception_4e/3x3","inception_4e/3x3","Convolution","Convolution","Convolution",607.,613.1333000000001,706.,"{691., 615., 612., 610., 628., 611., 611., 622., 611., 608., 610., 624., 610., 657., 686., 637., 610., 623., 610., 609., 608., 610., 610., 621., 612., 611., 609., 608., 609., 668., 700., 626., 610., 610., 610., 607., 625., 609., 608., 609., 609., 608., 619., 608., 609., 674., 706., 608., 610., 622.}"
104,104,0,50,"inception_4e/relu_3x3","inception_4e/relu_3x3","inception_4e/relu_3x3","Elementwise","Elementwise","Elementwise",41.,42.,61.,"{61., 46., 43., 55., 43., 42., 42., 41., 42., 42., 42., 41., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 41., 42., 42., 42., 41., 42., 42., 42., 42., 42., 51., 42., 43., 43., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42.}"
105,105,0,50,"inception_4e/5x5_reduce","inception_4e/5x5_reduce","inception_4e/5x5_reduce","Convolution","Convolution","Convolution",46.,49.300000000000004,124.,"{124., 55., 49., 48., 48., 48., 47., 47., 47., 47., 47., 47., 48., 47., 47., 47., 47., 47., 46., 46., 47., 47., 47., 46., 47., 48., 47., 56., 54., 54., 54., 54., 52., 53., 53., 53., 54., 53., 53., 53., 53., 52., 52., 53., 52., 63., 47., 46., 47., 46.}"
106,106,0,50,"inception_4e/relu_5x5_reduce","inception_4e/relu_5x5_reduce","inception_4e/relu_5x5_reduce","Elementwise","Elementwise","Elementwise",27.,27.5,40.,"{40., 30., 28., 27., 27., 27., 28., 28., 28., 27., 27., 28., 28., 27., 27., 28., 27., 28., 28., 27., 27., 27., 27., 28., 28., 27., 27., 28., 27., 27., 28., 28., 27., 27., 28., 27., 28., 27., 27., 28., 28., 28., 27., 28., 27., 27., 28., 27., 28., 28.}"
107,107,0,50,"inception_4e/5x5","inception_4e/5x5","inception_4e/5x5","Convolution","Convolution","Convolution",304.,307.90000000000003,394.,"{394., 315., 310., 308., 308., 309., 307., 307., 304., 306., 306., 305., 372., 358., 343., 330., 306., 306., 308., 305., 308., 306., 306., 310., 306., 318., 308., 308., 308., 307., 304., 306., 307., 307., 305., 307., 305., 306., 320., 308., 306., 306., 308., 366., 342., 344., 337., 306., 307., 306.}"
108,108,0,50,"inception_4e/relu_5x5","inception_4e/relu_5x5","inception_4e/relu_5x5","Elementwise","Elementwise","Elementwise",31.,32.,47.,"{47., 35., 33., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 33., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 31., 42., 32., 32., 32., 32., 31., 32., 32., 32., 32., 31., 31., 32., 32.}"
109,109,0,50,"inception_4e/pool","inception_4e/pool","inception_4e/pool","Pooling","Pooling","Pooling",825.,838.8667,873.,"{873., 831., 827., 839., 836., 842., 840., 845., 837., 836., 850., 837., 838., 838., 838., 847., 837., 836., 826., 852., 832., 841., 841., 840., 847., 837., 837., 826., 836., 852., 843., 847., 840., 840., 837., 825., 836., 837., 844., 840., 842., 840., 837., 849., 839., 836., 836., 827., 851., 841.}"
110,110,0,50,"inception_4e/pool_proj","inception_4e/pool_proj","inception_4e/pool_proj","Convolution","Convolution","Convolution",113.,116.6667,205.,"{205., 122., 118., 116., 115., 118., 116., 115., 117., 117., 115., 115., 116., 115., 117., 118., 116., 118., 115., 116., 114., 116., 115., 113., 114., 114., 114., 115., 116., 150., 128., 128., 127., 128., 128., 129., 128., 141., 115., 114., 114., 114., 115., 114., 116., 116., 115., 115., 130., 119.}"
111,111,0,50,"inception_4e/relu_pool_proj","inception_4e/relu_pool_proj","inception_4e/relu_pool_proj","Elementwise","Elementwise","Elementwise",31.,32.,46.,"{46., 35., 32., 33., 33., 32., 32., 32., 32., 32., 32., 31., 32., 31., 32., 32., 31., 31., 32., 32., 32., 31., 32., 31., 32., 32., 32., 32., 32., 32., 31., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 31., 32., 32., 32., 31.}"
112,112,0,50,"inception_4e/output","inception_4e/output","inception_4e/output","Catenate","Catenate","Catenate",80.,80.8,105.,"{105., 86., 82., 81., 80., 81., 81., 80., 81., 81., 81., 81., 81., 81., 81., 80., 80., 81., 81., 80., 81., 81., 81., 80., 81., 81., 80., 80., 93., 82., 81., 81., 81., 81., 80., 80., 81., 80., 80., 81., 81., 81., 80., 81., 81., 81., 80., 80., 81., 80.}"
113,113,0,50,"pool4_3x3_s2_pad","pool4_3x3_s2_pad","pool4_3x3_s2_pad","Padding","Padding","Padding",436.,438.8,468.,"{468., 441., 439., 443., 437., 438., 437., 437., 439., 449., 436., 437., 437., 436., 437., 436., 439., 437., 453., 437., 437., 437., 436., 437., 438., 437., 443., 450., 439., 439., 439., 439., 440., 439., 439., 439., 451., 440., 439., 439., 441., 440., 440., 438., 440., 453., 439., 440., 445., 440.}"
114,114,0,50,"pool4_3x3_s2","pool4_3x3_s2","pool4_3x3_s2","Pooling","Pooling","Pooling",341.,342.1,358.,"{358., 352., 343., 343., 342., 353., 342., 342., 342., 342., 342., 342., 342., 353., 342., 342., 341., 342., 342., 341., 342., 343., 342., 342., 352., 342., 341., 342., 342., 341., 342., 342., 342., 344., 349., 342., 343., 342., 342., 342., 342., 342., 342., 342., 342., 342., 342., 354., 343., 342.}"
115,115,0,50,"inception_5a/1x1","inception_5a/1x1","inception_5a/1x1","Convolution","Convolution","Convolution",137.,138.13330000000002,191.,"{191., 140., 139., 138., 138., 139., 139., 138., 171., 154., 153., 154., 152., 153., 165., 138., 138., 138., 138., 137., 138., 138., 138., 137., 151., 139., 138., 138., 138., 138., 138., 137., 138., 138., 137., 137., 138., 137., 138., 138., 138., 137., 138., 137., 139., 137., 138., 137., 137., 138.}"
116,116,0,50,"inception_5a/relu_1x1","inception_5a/relu_1x1","inception_5a/relu_1x1","Elementwise","Elementwise","Elementwise",30.,31.,43.,"{43., 32., 31., 31., 31., 31., 31., 31., 31., 30., 31., 30., 31., 31., 31., 30., 31., 31., 31., 30., 31., 31., 30., 30., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 30., 31., 31., 31., 31., 30., 30., 31., 31., 30., 31., 31., 31., 31.}"
117,117,0,50,"inception_5a/3x3_reduce","inception_5a/3x3_reduce","inception_5a/3x3_reduce","Convolution","Convolution","Convolution",93.,94.,150.,"{150., 97., 94., 94., 94., 94., 95., 93., 94., 94., 94., 104., 95., 93., 94., 95., 94., 94., 94., 94., 95., 94., 94., 93., 93., 94., 93., 94., 93., 93., 94., 93., 94., 93., 95., 94., 94., 94., 93., 93., 95., 95., 93., 94., 94., 94., 93., 126., 104., 105.}"
118,118,0,50,"inception_5a/relu_3x3_reduce","inception_5a/relu_3x3_reduce","inception_5a/relu_3x3_reduce","Elementwise","Elementwise","Elementwise",28.,28.8,40.,"{40., 30., 29., 29., 29., 28., 29., 28., 29., 29., 29., 28., 28., 29., 29., 29., 29., 28., 28., 29., 28., 28., 29., 29., 29., 29., 29., 29., 28., 28., 29., 29., 29., 28., 29., 29., 28., 28., 29., 29., 29., 29., 28., 29., 29., 28., 29., 29., 28., 29.}"
119,119,0,50,"inception_5a/3x3","inception_5a/3x3","inception_5a/3x3","Convolution","Convolution","Convolution",353.,358.40000000000003,427.,"{427., 354., 353., 353., 353., 369., 359., 356., 358., 371., 359., 356., 358., 358., 357., 357., 357., 357., 382., 400., 403., 399., 360., 357., 356., 356., 357., 357., 357., 356., 372., 358., 356., 356., 357., 357., 358., 357., 358., 356., 357., 370., 357., 357., 356., 363., 422., 399., 393., 358.}"
120,120,0,50,"inception_5a/relu_3x3","inception_5a/relu_3x3","inception_5a/relu_3x3","Elementwise","Elementwise","Elementwise",34.,34.1,47.,"{47., 35., 34., 34., 34., 34., 35., 35., 34., 34., 34., 34., 34., 34., 34., 35., 34., 34., 34., 34., 34., 34., 34., 34., 34., 34., 34., 34., 34., 34., 39., 34., 41., 34., 35., 34., 34., 34., 34., 34., 35., 34., 34., 34., 34., 35., 34., 35., 35., 35.}"
121,121,0,50,"inception_5a/5x5_reduce","inception_5a/5x5_reduce","inception_5a/5x5_reduce","Convolution","Convolution","Convolution",51.,52.033300000000004,101.,"{101., 58., 56., 56., 56., 71., 53., 51., 51., 51., 51., 51., 52., 51., 52., 51., 52., 52., 51., 52., 52., 51., 53., 51., 51., 54., 53., 52., 51., 60., 53., 52., 52., 52., 51., 52., 53., 53., 52., 52., 52., 51., 53., 51., 52., 52., 52., 52., 53., 52.}"
122,122,0,50,"inception_5a/relu_5x5_reduce","inception_5a/relu_5x5_reduce","inception_5a/relu_5x5_reduce","Elementwise","Elementwise","Elementwise",27.,28.,38.,"{38., 29., 29., 29., 28., 28., 28., 28., 27., 28., 28., 28., 29., 28., 28., 27., 28., 27., 28., 27., 28., 28., 28., 28., 28., 28., 28., 27., 28., 27., 28., 28., 28., 28., 28., 28., 28., 28., 28., 28., 28., 28., 28., 29., 28., 28., 27., 28., 28., 28.}"
123,123,0,50,"inception_5a/5x5","inception_5a/5x5","inception_5a/5x5","Convolution","Convolution","Convolution",142.,144.4333,203.,"{203., 146., 145., 145., 144., 145., 143., 144., 144., 143., 144., 144., 144., 142., 145., 144., 144., 142., 144., 143., 145., 173., 162., 159., 169., 160., 162., 171., 146., 144., 145., 144., 143., 145., 144., 145., 143., 143., 145., 145., 145., 143., 144., 145., 144., 142., 144., 144., 145., 144.}"
124,124,0,50,"inception_5a/relu_5x5","inception_5a/relu_5x5","inception_5a/relu_5x5","Elementwise","Elementwise","Elementwise",27.,28.3333,40.,"{40., 30., 29., 29., 28., 28., 28., 29., 29., 29., 29., 29., 28., 29., 28., 28., 28., 28., 28., 28., 29., 28., 29., 28., 28., 29., 29., 28., 28., 28., 28., 28., 28., 28., 27., 28., 28., 28., 29., 29., 35., 30., 29., 29., 28., 28., 28., 28., 28., 28.}"
125,125,0,50,"inception_5a/pool","inception_5a/pool","inception_5a/pool","Pooling","Pooling","Pooling",301.,443.40000000000003,666.,"{653., 624., 631., 642., 632., 622., 622., 621., 622., 631., 666., 622., 630., 629., 630., 636., 651., 620., 631., 621., 630., 632., 588., 304., 310., 308., 302., 309., 301., 303., 301., 309., 308., 301., 302., 316., 302., 302., 309., 302., 315., 302., 302., 308., 302., 302., 302., 302., 312., 302.}"
126,126,0,50,"inception_5a/pool_proj","inception_5a/pool_proj","inception_5a/pool_proj","Convolution","Convolution","Convolution",59.,60.400000000000006,115.,"{115., 68., 76., 63., 60., 62., 61., 61., 60., 59., 61., 61., 60., 61., 59., 61., 61., 61., 59., 60., 60., 60., 60., 60., 59., 59., 60., 59., 81., 66., 62., 61., 60., 61., 60., 60., 60., 62., 60., 59., 60., 61., 60., 61., 60., 60., 60., 59., 60., 61.}"
127,127,0,50,"inception_5a/relu_pool_proj","inception_5a/relu_pool_proj","inception_5a/relu_pool_proj","Elementwise","Elementwise","Elementwise",19.,20.,39.,"{39., 22., 21., 20., 21., 20., 20., 20., 20., 20., 20., 20., 20., 19., 20., 20., 20., 20., 20., 20., 20., 20., 20., 21., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 21., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20.}"
128,128,0,50,"inception_5a/output","inception_5a/output","inception_5a/output","Catenate","Catenate","Catenate",42.,48.,84.,"{57., 46., 43., 43., 43., 43., 43., 43., 43., 43., 42., 43., 43., 43., 43., 43., 43., 43., 43., 43., 43., 43., 43., 43., 43., 49., 84., 81., 56., 54., 53., 53., 52., 53., 52., 53., 53., 52., 52., 53., 53., 53., 53., 52., 53., 54., 52., 52., 52., 52.}"
