"start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
97,97,0,50,"5_1/1/relu5_1_expand","5_1/1/relu5_1_expand","5_1/1/relu5_1_expand","Elementwise","Elementwise","Elementwise",137.,163.20000000000002,288.,"{284., 248., 246., 246., 246., 247., 247., 247., 247., 246., 247., 246., 246., 246., 247., 288., 179., 145., 141., 139., 139., 138., 138., 138., 138., 138., 138., 138., 139., 137., 137., 137., 145., 143., 139., 139., 140., 139., 139., 140., 140., 147., 137., 137., 137., 137., 153., 143., 139., 140.}"
98,98,0,50,"5_1/2/conv5_1_dwise","5_1/2/conv5_1_dwise","5_1/2/conv5_1_dwise","Convolution","Convolution","Convolution",1564.,1630.4,3336.,"{3336., 3252., 3057., 2976., 2954., 3007., 2979., 2985., 3023., 2981., 2634., 1568., 1619., 1647., 1568., 1583., 1569., 1568., 1577., 1654., 1584., 1569., 1570., 1580., 1568., 1675., 1569., 1569., 1581., 1573., 1590., 1634., 1620., 1575., 1565., 1579., 1564., 1605., 1644., 1565., 1581., 1564., 1565., 1576., 1659., 1583., 1567., 1566., 1577., 1568.}"
99,99,0,50,"5_1/2/conv5_1_dwise_bn","5_1/2/conv5_1_dwise_bn","5_1/2/conv5_1_dwise_bn","BatchNormalization","BatchNormalization","BatchNormalization",81.,81.9667,101.,"{101., 83., 81., 81., 81., 82., 81., 81., 81., 81., 82., 81., 81., 81., 82., 82., 81., 90., 83., 82., 82., 82., 92., 82., 82., 82., 83., 82., 82., 82., 82., 82., 82., 82., 83., 82., 82., 83., 82., 82., 82., 82., 83., 83., 82., 82., 82., 82., 82., 82.}"
100,100,0,50,"5_1/2/relu5_1_dwise","5_1/2/relu5_1_dwise","5_1/2/relu5_1_dwise","Elementwise","Elementwise","Elementwise",129.,130.,157.,"{157., 133., 130., 131., 129., 130., 130., 130., 130., 130., 130., 130., 130., 130., 130., 130., 130., 130., 131., 129., 130., 129., 130., 130., 130., 131., 130., 130., 130., 131., 138., 130., 129., 130., 130., 130., 130., 130., 133., 132., 130., 137., 130., 130., 130., 130., 130., 129., 130., 130.}"
101,101,0,50,"5_1/3/conv5_1_linear","5_1/3/conv5_1_linear","5_1/3/conv5_1_linear","Convolution","Convolution","Convolution",183.,254.2333,365.,"{365., 287., 275., 253., 254., 254., 253., 254., 254., 253., 254., 255., 252., 253., 252., 267., 256., 253., 254., 254., 254., 254., 253., 254., 253., 254., 254., 253., 257., 253., 266., 254., 253., 253., 253., 253., 283., 284., 283., 284., 286., 254., 254., 253., 253., 304., 199., 184., 183., 183.}"
102,102,0,50,"5_1/3/conv5_1_linear_bn","5_1/3/conv5_1_linear_bn","5_1/3/conv5_1_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",41.,41.7333,60.,"{60., 44., 42., 41., 42., 42., 41., 41., 41., 41., 41., 41., 42., 42., 41., 42., 42., 41., 41., 42., 42., 41., 41., 42., 42., 42., 41., 42., 42., 41., 41., 42., 43., 45., 42., 42., 42., 42., 42., 42., 41., 42., 42., 42., 41., 42., 42., 42., 42., 41.}"
103,103,0,50,"5_1/4","5_1/4","5_1/4","Threading","Threading","Threading",32.,32.3333,54.,"{54., 35., 33., 32., 33., 32., 33., 33., 32., 32., 33., 32., 32., 32., 33., 32., 32., 32., 33., 32., 32., 33., 32., 32., 33., 33., 32., 32., 32., 33., 32., 32., 33., 33., 32., 33., 33., 32., 32., 32., 32., 33., 32., 32., 32., 33., 32., 33., 32., 32.}"
104,104,0,50,"5_2/1/conv5_2_expand","5_2/1/conv5_2_expand","5_2/1/conv5_2_expand","Convolution","Convolution","Convolution",269.,270.90000000000003,334.,"{334., 274., 291., 272., 271., 270., 271., 270., 271., 271., 270., 270., 271., 271., 271., 270., 277., 272., 270., 269., 269., 272., 302., 301., 301., 300., 282., 270., 270., 271., 277., 273., 269., 270., 270., 270., 272., 270., 269., 269., 271., 270., 269., 270., 271., 281., 271., 271., 270., 269.}"
105,105,0,50,"5_2/1/conv5_2_expand_bn","5_2/1/conv5_2_expand_bn","5_2/1/conv5_2_expand_bn","BatchNormalization","BatchNormalization","BatchNormalization",143.,143.8,165.,"{165., 146., 144., 144., 144., 143., 144., 144., 143., 144., 143., 143., 144., 144., 144., 144., 144., 144., 144., 144., 143., 144., 144., 156., 143., 143., 143., 143., 144., 144., 144., 144., 144., 145., 144., 144., 144., 144., 143., 144., 143., 143., 143., 143., 144., 144., 146., 143., 144., 143.}"
106,106,0,50,"5_2/1/relu5_2_expand","5_2/1/relu5_2_expand","5_2/1/relu5_2_expand","Elementwise","Elementwise","Elementwise",136.,137.2333,176.,"{176., 141., 138., 137., 137., 137., 137., 137., 137., 136., 145., 138., 138., 138., 137., 137., 137., 137., 137., 137., 138., 137., 138., 138., 154., 138., 137., 153., 138., 137., 138., 137., 137., 137., 137., 137., 137., 137., 137., 138., 137., 138., 137., 137., 137., 137., 137., 137., 137., 137.}"
107,107,0,50,"5_2/2/conv5_2_dwise","5_2/2/conv5_2_dwise","5_2/2/conv5_2_dwise","Convolution","Convolution","Convolution",1578.,1601.5,1764.,"{1764., 1712., 1601., 1594., 1708., 1583., 1594., 1583., 1581., 1603., 1633., 1623., 1586., 1586., 1622., 1594., 1654., 1649., 1600., 1606., 1590., 1604., 1644., 1658., 1603., 1592., 1605., 1587., 1621., 1662., 1578., 1593., 1591., 1583., 1595., 1657., 1605., 1586., 1578., 1594., 1584., 1675., 1585., 1590., 1589., 1586., 1593., 1637., 1621., 1593.}"
108,108,0,50,"5_2/2/conv5_2_dwise_bn","5_2/2/conv5_2_dwise_bn","5_2/2/conv5_2_dwise_bn","BatchNormalization","BatchNormalization","BatchNormalization",92.,93.1333,115.,"{115., 97., 95., 93., 94., 93., 107., 94., 93., 94., 93., 94., 93., 94., 93., 93., 92., 93., 92., 93., 93., 94., 93., 93., 92., 93., 93., 93., 93., 93., 93., 93., 93., 93., 92., 93., 93., 93., 93., 93., 92., 103., 95., 93., 93., 93., 107., 95., 93., 93.}"
109,109,0,50,"5_2/2/relu5_2_dwise","5_2/2/relu5_2_dwise","5_2/2/relu5_2_dwise","Elementwise","Elementwise","Elementwise",142.,143.,165.,"{165., 147., 144., 143., 144., 143., 143., 143., 143., 143., 143., 142., 143., 143., 143., 142., 143., 142., 143., 142., 143., 143., 157., 143., 143., 144., 143., 142., 143., 142., 143., 142., 152., 143., 143., 143., 143., 143., 143., 142., 143., 142., 144., 142., 143., 143., 143., 143., 143., 159.}"
110,110,0,50,"5_2/3/conv5_2_linear","5_2/3/conv5_2_linear","5_2/3/conv5_2_linear","Convolution","Convolution","Convolution",170.,171.66670000000002,275.,"{275., 218., 194., 207., 195., 192., 197., 172., 172., 173., 173., 172., 170., 171., 171., 178., 173., 172., 171., 171., 171., 172., 172., 172., 171., 188., 173., 171., 170., 171., 171., 171., 171., 172., 171., 172., 172., 171., 170., 171., 170., 170., 171., 171., 171., 171., 170., 182., 173., 170.}"
111,111,0,50,"5_2/3/conv5_2_linear_bn","5_2/3/conv5_2_linear_bn","5_2/3/conv5_2_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",34.,35.,53.,"{53., 38., 35., 35., 35., 35., 35., 35., 35., 36., 35., 35., 35., 35., 35., 35., 35., 35., 35., 36., 35., 35., 34., 35., 35., 35., 35., 35., 35., 35., 34., 35., 34., 35., 35., 35., 36., 34., 35., 35., 35., 35., 35., 35., 35., 35., 35., 35., 35., 36.}"
112,121,9,50,"5_2/4","6_1/1/conv6_1_expand","5_2/4-5_3/1/conv5_3_expand-5_3/1/conv5_3_expand_bn-5_3/1/relu5_3_expand-5_3/2/conv5_3_dwise-5_3/2/conv5_3_dwise_bn-5_3/2/relu5_3_dwise-5_3/3/conv5_3_linear-5_3/3/conv5_3_linear_bn-6_1/1/conv6_1_expand","Threading","Convolution","Threading-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Convolution",1294.,1325.1000000000001,1480.,"{1474., 1346., 1335., 1306., 1341., 1377., 1403., 1324., 1308., 1308., 1344., 1310., 1299., 1480., 1315., 1324., 1323., 1312., 1309., 1328., 1393., 1379., 1336., 1314., 1309., 1328., 1312., 1309., 1468., 1309., 1312., 1326., 1327., 1314., 1327., 1412., 1358., 1349., 1294., 1308., 1323., 1309., 1342., 1426., 1327., 1316., 1344., 1309., 1312., 1324.}"
122,122,0,50,"6_1/1/conv6_1_expand_bn","6_1/1/conv6_1_expand_bn","6_1/1/conv6_1_expand_bn","BatchNormalization","BatchNormalization","BatchNormalization",66.,67.,88.,"{88., 72., 68., 67., 67., 67., 67., 67., 67., 67., 67., 66., 66., 67., 66., 67., 67., 67., 67., 67., 67., 67., 67., 67., 67., 67., 67., 67., 66., 67., 67., 67., 67., 67., 67., 84., 68., 67., 67., 67., 67., 66., 67., 66., 67., 66., 66., 67., 66., 67.}"
123,123,0,50,"6_1/1/relu6_1_expand","6_1/1/relu6_1_expand","6_1/1/relu6_1_expand","Elementwise","Elementwise","Elementwise",67.,68.,87.,"{87., 73., 70., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 67., 67., 68., 68., 68., 68., 68., 69., 68., 68., 69., 68., 68., 68., 68., 68., 68., 68., 82., 70., 68., 69., 68., 67., 67., 68., 68., 68.}"
124,124,0,50,"6_1/2/conv6_1_dwise","6_1/2/conv6_1_dwise","6_1/2/conv6_1_dwise","Convolution","Convolution","Convolution",804.,811.9333,1004.,"{1004., 824., 806., 806., 825., 807., 870., 904., 806., 826., 807., 804., 805., 804., 822., 806., 805., 804., 863., 942., 806., 805., 804., 822., 807., 806., 805., 805., 827., 811., 867., 934., 809., 826., 805., 804., 804., 805., 827., 810., 810., 809., 868., 949., 806., 805., 805., 827., 812., 810.}"
125,125,0,50,"6_1/2/conv6_1_dwise_bn","6_1/2/conv6_1_dwise_bn","6_1/2/conv6_1_dwise_bn","BatchNormalization","BatchNormalization","BatchNormalization",66.,66.60000000000001,88.,"{88., 71., 68., 67., 67., 67., 67., 67., 67., 66., 66., 67., 67., 66., 66., 67., 66., 67., 67., 66., 67., 66., 66., 67., 66., 67., 66., 67., 78., 67., 66., 66., 67., 67., 66., 67., 67., 66., 66., 66., 67., 66., 66., 67., 67., 66., 66., 67., 66., 66.}"
126,126,0,50,"6_1/2/relu6_1_dwise","6_1/2/relu6_1_dwise","6_1/2/relu6_1_dwise","Elementwise","Elementwise","Elementwise",67.,68.0667,89.,"{89., 72., 70., 69., 69., 68., 68., 68., 68., 68., 68., 68., 68., 67., 69., 67., 68., 68., 68., 68., 68., 69., 68., 68., 68., 82., 69., 68., 68., 68., 68., 68., 68., 68., 67., 67., 68., 68., 68., 67., 68., 81., 80., 71., 68., 68., 68., 67., 68., 68.}"
127,127,0,50,"6_1/3/conv6_1_linear","6_1/3/conv6_1_linear","6_1/3/conv6_1_linear","Convolution","Convolution","Convolution",111.,114.7,177.,"{177., 119., 114., 113., 114., 114., 112., 112., 118., 115., 112., 112., 113., 129., 112., 111., 111., 113., 112., 111., 112., 112., 112., 113., 113., 120., 147., 131., 126., 125., 126., 125., 125., 123., 124., 115., 112., 113., 111., 118., 116., 116., 113., 113., 112., 126., 113., 112., 113., 113.}"
128,128,0,50,"6_1/3/conv6_1_linear_bn","6_1/3/conv6_1_linear_bn","6_1/3/conv6_1_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",32.,32.4667,47.,"{47., 36., 34., 32., 33., 33., 32., 33., 33., 32., 33., 32., 32., 32., 32., 33., 32., 32., 33., 33., 32., 32., 33., 32., 33., 32., 33., 33., 32., 33., 32., 32., 32., 33., 32., 33., 33., 32., 46., 33., 32., 33., 32., 33., 32., 32., 32., 32., 33., 32.}"
129,129,0,50,"6_1/4","6_1/4","6_1/4","Threading","Threading","Threading",27.,27.8333,41.,"{41., 31., 29., 28., 27., 27., 28., 27., 28., 27., 28., 28., 27., 28., 27., 28., 28., 27., 28., 28., 28., 27., 28., 27., 28., 28., 28., 28., 27., 28., 28., 27., 28., 27., 28., 27., 28., 28., 28., 28., 27., 28., 28., 39., 29., 28., 28., 27., 28., 28.}"
130,130,0,50,"6_2/1/conv6_2_expand","6_2/1/conv6_2_expand","6_2/1/conv6_2_expand","Convolution","Convolution","Convolution",130.,132.3667,186.,"{186., 139., 134., 132., 132., 132., 132., 132., 131., 131., 132., 131., 131., 132., 131., 131., 131., 131., 132., 147., 134., 132., 131., 132., 131., 131., 130., 131., 131., 131., 172., 149., 148., 147., 147., 147., 148., 147., 132., 130., 131., 131., 130., 131., 137., 132., 131., 138., 132., 132.}"
131,131,0,50,"6_2/1/conv6_2_expand_bn","6_2/1/conv6_2_expand_bn","6_2/1/conv6_2_expand_bn","BatchNormalization","BatchNormalization","BatchNormalization",66.,67.,89.,"{89., 71., 68., 67., 68., 67., 67., 67., 67., 67., 67., 67., 67., 67., 67., 67., 67., 67., 66., 67., 67., 67., 67., 67., 67., 67., 67., 67., 81., 68., 67., 67., 67., 66., 67., 67., 67., 67., 66., 67., 67., 66., 67., 66., 67., 68., 67., 67., 67., 67.}"
132,132,0,50,"6_2/1/relu6_2_expand","6_2/1/relu6_2_expand","6_2/1/relu6_2_expand","Elementwise","Elementwise","Elementwise",67.,68.0667,89.,"{89., 73., 69., 69., 68., 69., 68., 78., 70., 68., 68., 68., 68., 69., 68., 69., 68., 68., 68., 68., 69., 68., 68., 68., 69., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 67., 68., 68., 68., 68., 68., 68., 69., 68., 68., 68., 68., 68., 68., 68.}"
133,133,0,50,"6_2/2/conv6_2_dwise","6_2/2/conv6_2_dwise","6_2/2/conv6_2_dwise","Convolution","Convolution","Convolution",805.,810.8667,967.,"{869., 812., 807., 808., 820., 809., 807., 807., 807., 967., 858., 807., 806., 806., 822., 808., 807., 807., 806., 819., 807., 952., 855., 819., 807., 806., 808., 807., 826., 811., 809., 806., 807., 966., 853., 808., 806., 805., 822., 809., 806., 807., 808., 820., 808., 953., 851., 822., 807., 806.}"
134,134,0,50,"6_2/2/conv6_2_dwise_bn","6_2/2/conv6_2_dwise_bn","6_2/2/conv6_2_dwise_bn","BatchNormalization","BatchNormalization","BatchNormalization",66.,67.,88.,"{88., 71., 83., 69., 67., 67., 67., 67., 67., 67., 67., 67., 67., 67., 66., 66., 67., 67., 67., 66., 67., 66., 67., 67., 67., 67., 66., 67., 67., 67., 67., 67., 67., 67., 67., 67., 67., 67., 67., 67., 67., 67., 66., 66., 67., 67., 67., 67., 66., 67.}"
135,135,0,50,"6_2/2/relu6_2_dwise","6_2/2/relu6_2_dwise","6_2/2/relu6_2_dwise","Elementwise","Elementwise","Elementwise",67.,68.2667,87.,"{87., 72., 70., 69., 69., 69., 68., 69., 68., 69., 69., 68., 68., 68., 69., 69., 68., 69., 68., 68., 68., 69., 68., 68., 68., 68., 69., 68., 69., 82., 69., 68., 68., 68., 68., 68., 68., 68., 68., 69., 67., 67., 68., 68., 68., 68., 68., 68., 68., 68.}"
136,136,0,50,"6_2/3/conv6_2_linear","6_2/3/conv6_2_linear","6_2/3/conv6_2_linear","Convolution","Convolution","Convolution",111.,113.,226.,"{226., 133., 128., 127., 128., 124., 113., 114., 113., 114., 115., 113., 111., 114., 112., 115., 114., 111., 112., 112., 113., 113., 112., 112., 116., 114., 112., 115., 113., 112., 112., 112., 124., 116., 113., 113., 112., 113., 113., 111., 111., 111., 113., 112., 112., 112., 113., 112., 114., 111.}"
137,137,0,50,"6_2/3/conv6_2_linear_bn","6_2/3/conv6_2_linear_bn","6_2/3/conv6_2_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",32.,32.6667,47.,"{47., 36., 33., 33., 32., 32., 33., 32., 33., 32., 33., 33., 32., 33., 32., 33., 33., 32., 32., 33., 32., 33., 33., 33., 33., 33., 32., 33., 32., 33., 33., 33., 32., 32., 33., 32., 32., 33., 32., 33., 32., 33., 32., 33., 33., 32., 33., 33., 32., 33.}"
138,147,9,50,"6_2/4","6_4/conv6_4","6_2/4-6_3/1/conv6_3_expand-6_3/1/conv6_3_expand_bn-6_3/1/relu6_3_expand-6_3/2/conv6_3_dwise-6_3/2/conv6_3_dwise_bn-6_3/2/relu6_3_dwise-6_3/3/conv6_3_linear-6_3/3/conv6_3_linear_bn-6_4/conv6_4","Threading","Convolution","Threading-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Convolution",1516.,1551.6000000000001,1867.,"{1867., 1578., 1531., 1562., 1536., 1553., 1633., 1616., 1565., 1521., 1585., 1523., 1583., 1652., 1525., 1552., 1538., 1521., 1579., 1713., 1539., 1524., 1543., 1564., 1521., 1637., 1613., 1520., 1587., 1516., 1531., 1550., 1670., 1561., 1522., 1534., 1562., 1518., 1722., 1522., 1529., 1555., 1526., 1533., 1622., 1626., 1557., 1523., 1530., 1517.}"
148,153,5,50,"6_4/conv6_4_bn","prob_softmax","6_4/conv6_4_bn-6_4/relu6_4-pool6-fc7-reshape-prob_softmax","BatchNormalization","Softmax","BatchNormalization-Elementwise-Pooling-Convolution-Reshape-Softmax",358.,364.93330000000003,430.,"{430., 376., 413., 366., 382., 360., 361., 360., 388., 363., 361., 375., 361., 361., 361., 361., 361., 362., 361., 372., 362., 376., 358., 360., 360., 360., 360., 362., 387., 414., 402., 407., 362., 361., 360., 361., 366., 377., 362., 361., 377., 366., 365., 378., 365., 364., 364., 363., 369., 362.}"
